## Torsion are defined with the following atomIDs:
# dihed1: ai= 19068 aj= 19028 ak= 19026 al= 19025
# dihed2: ai= 19028 aj= 19026 ak= 19025 al= 19024
# dihed3: ai= 19026 aj= 19025 ak= 19024 al= 19023
# dihed4: ai= 19025 aj= 19024 ak= 19023 al= 19019
# dihed5: ai= 19024 aj= 19023 ak= 19019 al= 19018
# dihed6: ai= 19023 aj= 19019 ak= 19018 al= 19017
# dihed7: ai= 19023 aj= 19019 ak= 19020 al= 19021
# dihed8: ai= 19019 aj= 19018 ak= 19017 al= 19030
# dihed9: ai= 19036 aj= 19031 ak= 19032 al= 19033
# dihed10: ai= 19031 aj= 19032 ak= 19033 al= 19035
# dihed11: ai= 19032 aj= 19033 ak= 19035 al= 19073
# dihed12: ai= 19016 aj= 19015 ak= 19014 al= 19013
# dihed13: ai= 19015 aj= 19014 ak= 19013 al= 19037
# dihed14: ai= 19038 aj= 19010 ak= 19009 al= 19008
# dihed15: ai= 19010 aj= 19009 ak= 19008 al= 19007
# dihed16: ai= 19009 aj= 19008 ak= 19007 al= 19006
# dihed17: ai= 19008 aj= 19007 ak= 19006 al= 19005
# dihed18: ai= 19041 aj= 19004 ak= 19003 al= 19002
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7   dihed8   dihed9  dihed10  dihed11  dihed12  dihed13  dihed14  dihed15  dihed16  dihed17  dihed18
286  172.489  -14.644 -165.048 -125.382   77.475 -104.454   83.904    9.433  -13.662  -10.863   -7.893   21.813  -81.099  141.982  179.901  -48.306 -112.862  -30.842
287  155.606    1.881 -173.173 -146.400   97.941  -81.009   64.845  -11.083   -2.736    3.283   -5.795   23.698  -80.257  175.720  169.258  -84.195 -109.391  158.108
288  174.090    1.792  173.108 -146.816   80.073  -77.413   98.638  -24.435   -2.025   -8.969   10.177   34.371 -102.700 -151.687  173.075  -84.500  -99.402  161.012
289  173.854   -0.446 -177.090 -123.573   98.657 -106.451  -26.189   24.151  -11.255    2.043   -9.334    3.427  -66.407  170.212  168.725  -86.633 -129.179 -178.095
290  167.578   11.741  168.455 -146.416  106.132  -76.871   86.663  -14.968   -3.296    8.696   -8.090   14.307  -67.691 -170.041  178.009  -96.385 -101.469  179.045
291  169.594   -3.005 -167.955 -115.199   72.516 -121.892 -159.159   39.893    1.291   16.131   -8.509  -17.154  -50.067  174.171 -169.903 -113.356 -112.628  143.026
292 -176.291    1.247 -164.455 -125.085   65.068  -97.508   90.644    8.183   -2.485  -15.531    2.374    9.870 -123.911   88.912 -161.155   64.122  -84.408 -167.650
293 -150.979    6.069 -173.097 -134.527   84.946 -101.563   75.090   19.863  -11.879    3.303   -7.388   30.773 -121.281   67.438 -144.591   61.128  -90.629 -134.293
294  166.965   -1.711 -164.222 -138.822   85.133 -102.641   85.708   14.450  -11.374    4.419  -29.361   -8.465 -117.350   91.725 -164.028   93.336  -54.554 -160.310
295 -177.306    7.257 -175.992 -128.727   78.791 -124.667   87.682   18.901    1.847   -8.118   -3.226   25.279 -105.474  134.304 -170.593   88.145  -60.651  173.048
296 -172.919   -0.466 -172.003 -111.083   89.230 -104.821   86.353   -2.616  -44.107   22.619   -3.286   13.881 -110.755  104.200 -165.345   68.346 -103.547  158.362
297  175.703   10.590 -169.286 -133.210   83.439  -84.822   66.637  -14.639  -31.766   18.639    3.594   16.824  -89.492  149.437  174.709   32.097 -101.484  179.428
298 -174.656    2.638 -165.653 -129.024   82.222  -94.411  100.584    6.573   -6.438   -7.938    2.351   16.478  -77.662   55.948  176.998   70.151  -38.295 -163.652
299 -165.381   -0.412 -166.784 -116.990   82.489 -108.723   94.298   25.357   -9.343   -3.653    5.709   25.340  -83.116   86.932  168.785   98.187 -132.500 -164.177
300  169.719   11.313 -175.412 -115.638   97.227 -114.440   80.074   36.577   18.823  -12.659   -4.554   12.579  -73.389   37.404 -175.129  158.873  -80.456  -37.168
301  173.998   -0.632 -172.906 -146.115   94.019  -82.636   85.408  -19.254  -14.261    1.493   10.616   23.552  -86.230   59.419  174.717  122.625  -95.277 -171.123
302  174.075    3.064 -177.575 -114.332   81.721  -99.561   95.742   28.641   13.930   -4.790  -16.305    1.380  -66.535   75.233  171.526  144.527 -133.188  -35.186
303  174.504    3.174  176.752 -133.893   89.415 -101.474   49.222    2.644  -30.785   21.356   -2.558   28.298  -90.001   69.925  177.769  129.827 -109.555   -4.497
304 -172.518    5.866 -160.984 -131.009   92.217 -101.671   74.576    8.780  -13.985   17.155   -2.708   24.451  -75.597   81.641  172.147   76.981  -99.010   -4.007
305  163.628    4.776  162.827  -99.495   79.225  -98.231   62.428   16.285    4.717  -14.972  -11.910    6.983  -69.518   86.800 -174.042   99.914 -120.716   22.503
306  177.474  -13.193 -179.153 -125.409   93.002  -93.787   79.979    0.292    7.007   -9.539    3.199   19.664  -95.014  111.310  179.611   95.231 -107.809   -7.155
307 -169.882   -5.664  166.659 -112.025   96.318 -121.080   65.271   13.716  -14.429   -5.229   -4.516   35.485  -87.673   88.308  166.902   89.488 -127.466   -6.390
308 -169.030   17.538 -164.648 -146.658   73.100  -78.942   96.784   -4.968   -8.544   -3.493    7.162   11.031  -77.674   66.603  168.329  126.436  -93.639   13.364
309  166.087    6.825 -175.730 -143.314   85.672  -83.506  -26.934  -22.072   16.130    7.946  -16.030   31.355 -103.989   72.206 -169.690  108.428 -137.978   21.264
310  178.695   11.552 -168.567 -124.059   76.916 -109.147   98.793   13.846   22.229  -13.823  -18.971    6.285  -74.076   84.380 -158.251   89.487 -124.515  -14.520
311 -175.409    1.144 -172.222 -152.532   91.659  -63.252   78.977  -17.581   -1.985    5.740    3.785  -12.434  -76.686   71.619  174.840  104.567 -116.434  -15.121
312  177.879  -10.437  177.722 -106.667   91.235  -94.236   64.655   14.103   15.958    2.249   -6.543   22.967  -88.210   67.480  174.701   95.573  -94.346   15.216
313 -139.768   -1.170 -167.225 -140.613   93.498 -102.564   61.736  -12.634   -1.282   -3.509   14.323   11.063  -87.576   75.497  175.241  114.378 -128.781  162.561
314  178.199   -9.906 -171.115 -134.352   98.110  -86.005  110.355  -17.875   14.999    5.510    1.247   -4.291  -67.858   82.360  179.016  105.379 -115.633  177.470
315 -170.351    7.941 -171.625 -126.769   78.076  -88.006   96.255   -9.251    1.015  -10.447    8.572   26.255  -83.598   94.181  171.882   97.577 -137.629 -160.100
316  172.956  -15.116 -165.462 -138.801   87.087  -81.380   93.126    8.566   13.368  -23.554  -13.641   16.737  -88.418   97.286  169.121  102.290 -125.586   -6.038
317  161.502    9.189 -166.373 -128.814   58.145  -98.950   74.799    9.700  -27.914   -0.004    3.117   24.245  -80.637   89.905  175.879   87.558 -111.164  -14.343
318 -161.880   -6.649 -153.345 -110.407   70.120  -98.196   76.411   19.360  -10.085   -3.327    7.853    6.193  -87.787   79.576  172.080  113.452 -106.539  -26.701
319  173.663   -6.539 -178.095 -121.159  100.997 -101.962   67.778   -7.001  -10.831   -2.856    3.993   30.706  -97.665   72.565  171.818  112.819 -109.102  -12.701
320 -179.617    4.102 -156.138 -130.345   65.825  -80.275   68.693   -4.204   -4.300    2.791  -10.598   24.970  -65.282  123.413  158.758   84.866 -133.377   35.162
321  176.255  -11.621 -173.229 -142.182   95.484  -64.931   58.698  -28.332   10.486  -14.910  -18.289   12.627  -84.040   80.620  164.230  127.104  -87.491   11.074
322  171.800   16.110 -152.858 -131.286   72.675  -97.148   63.285    6.886   -1.920    5.503  -15.602   25.307  -99.880   75.345  174.543   95.167 -106.682   22.080
323  175.381    7.579 -174.826 -120.573   84.579 -112.923   77.275    8.587   -6.446   -5.231    2.578   42.952  -77.507  121.383  168.895   87.121 -117.502   -6.453
324 -177.668   -2.809  177.690 -131.195  105.090 -106.303   92.343   -1.137   -1.380    6.285    6.970   24.982  -86.873   76.380 -176.365  106.171 -121.900  -23.378
325 -177.930   19.075 -178.827 -131.562   92.830 -111.403   99.858   14.371  -21.294   17.150  -17.983    6.445  -76.339  104.424  174.659  101.209 -114.947    3.778
326  163.577   -3.854 -167.039 -123.612   78.113 -100.839  103.797    6.918  -17.950    1.268    3.687   39.096  -95.942   87.055 -172.755  109.401  -98.173  -39.033
327 -161.207  -22.689 -178.721 -135.259  111.465  -72.442   63.612  -14.405   19.009   -2.337   -8.559   -3.247  -73.732   72.302 -176.944   85.028 -110.171   24.876
328 -172.676    1.925 -169.125 -130.605   91.974  -91.323  -24.864   13.322   -0.503   -9.607   -9.538  -14.228  -71.193   80.616 -179.583  112.416 -126.067  -25.885
329 -175.417   -1.232 -171.763 -126.551   80.966  -93.138   81.254    1.703  -35.167   19.542   -7.929    7.722  -86.117   96.434 -175.912  112.173 -134.887   29.016
330  150.289  -11.659 -169.939 -134.712  103.869  -79.093   91.505  -13.150   -0.916   -7.989  -10.896   24.439  -94.554   62.142 -177.936   92.208 -116.006   -1.027
331 -167.737   14.634 -165.782 -125.084   69.152 -111.498   78.111   18.041  -12.129   -4.931    5.341   27.172  -97.319  102.281 -174.197  105.910 -121.024   49.973
332 -165.800    1.683 -167.490 -149.301   90.601  -79.519   91.882  -16.783    1.611  -13.662   16.550    5.752  -93.706   90.951  167.247   73.300  -62.586   40.498
333 -169.848   11.605 -176.363 -128.573   86.260  -90.218  -36.910   -6.434   -7.207   -2.682   -6.106   11.721 -111.753  103.294 -170.695   60.369  -79.660  -11.419
334 -169.532    6.752 -173.709 -102.916   71.918 -111.229   96.718   26.680    6.976   -1.384    1.081   30.562 -113.003   77.067  171.826   78.618  -70.303   19.479
335  170.383  -12.330  173.242 -122.609   90.173  -98.575   95.219   15.967   20.968    3.728   -8.154    3.896 -103.644   83.874 -166.093   70.336  -83.722   21.795
336  157.968   12.287  178.364 -147.322   92.182  -84.479  107.473  -19.285   16.097  -25.896   27.112   32.555  -90.707  105.694  178.276   40.039  -47.876   19.138
337 -175.616   21.850 -175.833 -142.217   97.571  -92.542   75.046   -1.364  -14.932   28.769  -24.266   24.539  -84.965   88.496  171.409   44.523  -31.259   19.744
338 -175.369   -0.372 -164.703  -99.523   56.174 -104.158   52.626   29.642   -8.906   -8.838    9.605   16.946  -77.873   73.091  174.991   71.809  -57.273   -0.439
339  174.406   -0.740 -166.584 -129.814   71.024  -90.594   60.954  -19.626   -6.767   10.935   -7.188    0.149  -69.683   73.358  179.128   47.613  -52.611   30.972
340 -173.619    6.160 -166.184 -126.196   82.089 -106.863   65.505   11.242  -17.184    2.472    4.212   -1.527  -70.547  101.788  178.072   25.470  -70.214   41.323
341 -172.490   21.702 -161.864 -115.386   67.207 -103.687   86.018   29.423    5.810    3.561   -1.060    4.448 -101.520  110.480 -177.325   46.703  -44.842  -20.050
342 -175.309   -1.216 -169.089 -115.384   77.209 -137.458   51.790   33.695  -27.510    3.606    5.358   27.233 -100.439   63.599 -149.698    6.768   88.189    6.718
343 -167.373    2.385  172.791 -125.405  117.847  -75.321   66.077  -15.749   -7.085   -1.717   -6.148  -20.926  -50.175 -175.967  170.785  -94.492   85.983   10.196
344 -163.387  -12.693 -160.727 -115.603   65.774 -110.318  100.339   34.706   17.918   -7.835   -5.364    9.740  -84.223  167.974 -172.847  -48.383   50.191    6.807
345 -163.561   11.271 -162.881 -105.387   59.825 -107.850   68.102   15.937   -4.117    0.143    4.363   23.157 -109.642  174.789  174.874  -56.652   31.987    9.510
346 -177.638    4.487 -177.217 -100.113   85.683 -121.264   87.116   35.119    0.642    5.337   -1.765   -5.216  -84.584  156.861  172.078   23.528  -57.278  171.900
347  168.547    1.339  175.626 -126.696   80.257  -97.784   74.041    7.027  -16.458    1.640  -15.951    9.461  -79.263  175.932  175.640  -55.308   43.132  176.233
348 -148.948    0.087 -172.281 -114.957   71.133 -122.048   83.948   45.243   -7.881   -3.684   10.652   44.472 -104.434 -177.898 -175.845  -84.572   60.444  161.296
349 -168.139    7.016 -164.035 -100.869   62.636 -111.246   75.809   22.257    2.177   26.562  -20.092   43.990 -103.728  179.434  174.669  -82.019   55.865 -163.669
350 -179.650    4.852  177.510 -136.263   91.262  -88.518   84.098   -6.258   -6.906   16.781  -14.085   18.582  -79.266 -167.009  169.466  -83.188   72.354  -24.699
351  178.337   13.385 -172.870 -130.431   78.929 -103.270   55.580   23.507    2.545   -5.479  -21.789   -4.993  -69.627 -170.829 -175.976  -65.100   23.016  -25.954
352 -161.546   -3.319 -172.644 -111.986   80.513 -120.120  100.868   20.988   -0.541  -14.653    3.642   14.688  -89.821 -170.321 -173.907  -70.167   51.517  -18.167
353  170.126  -10.133 -177.178 -100.770   77.712 -113.366   98.943   13.865  -40.942   22.989    4.577   13.560  -96.334   89.190 -176.196   79.340  -75.818   14.555
354  176.270  -11.032  172.669 -100.787   83.166 -122.698   87.504   27.017   -3.878  -15.742    4.296   27.201  -98.361   48.999 -171.088   98.371   97.263   -3.522
355 -169.702    3.834  179.965 -121.244   75.509 -117.061   87.699   48.821    6.497    6.499  -11.413  -14.503  -76.832 -153.137  173.642  -60.659  149.713   -3.395
356 -177.734   -4.216 -174.195 -126.424   93.617 -103.036   59.784   23.159   -7.862   -1.048    0.937   17.347  -79.996  178.440 -178.509  -74.053   71.718 -172.128
357  165.434    2.936  152.841 -136.809  107.746  -76.673   53.030   -3.268  -14.088   24.808   -4.950   -9.242  -90.108   72.794  178.517   64.602  -19.794   16.839
358  162.892    0.741 -174.033 -122.618   72.087  -86.477   79.389   -6.105  -18.352   -2.882    1.564   35.936 -122.694  156.835  172.689    8.636  -56.837    1.503
359 -172.249   -1.585 -178.148 -120.929   64.913  -84.099   72.400    3.583  -30.096    9.191    0.046   38.242  -98.221 -177.417  176.050  -70.534   91.499   49.209
360 -178.525   10.381  154.856 -148.882  107.719  -62.782   88.681  -12.350   15.084  -13.792    4.923   20.809  -99.465  159.704 -161.056  -75.215   64.111  -11.563
361 -155.443    3.991  176.056 -131.574   80.128  -86.075   86.408   13.329    3.114   -5.696   -5.393   -2.226  -84.736 -153.108  173.372  -64.423 -106.247   -4.647
362 -161.262    5.593  177.114 -157.111  105.733  -62.562   79.726  -28.290    8.042   -5.404   -2.515   16.804  -86.364  169.310 -179.492  -48.709 -101.482   -3.739
363 -175.675   -1.584  164.439 -103.705   94.737 -121.771   88.936   10.566  -31.312   21.358    2.182   60.772 -109.840 -164.402  157.611  -89.472 -118.392  -48.571
364  165.791   -7.875  170.807 -106.757   69.680 -102.593   88.696   21.360    3.291   -8.635   -8.314   23.601  -92.837 -157.152  167.854  -90.647 -130.773    1.907
365 -166.907   21.028  170.963 -148.230   75.359  -54.923   58.838  -30.937  -21.913    2.039    4.506    8.151  -76.226 -163.670  174.803  -68.912  162.816   -8.308
366  179.107   -6.115  177.579 -106.734   78.774  -94.696   70.515    9.983   -9.658    0.748  -25.095    4.832  -63.860 -141.800  176.453 -115.726 -175.273  -10.225
367  166.896    4.654 -175.535 -130.589   87.528  -93.969  101.675    4.606   -3.937   13.909   -5.943   29.613  -76.655 -159.903 -179.051 -103.805 -177.030  -29.522
368  177.628    2.996 -163.203 -130.250   91.305 -101.842   76.398   11.640   -0.131    7.651   -3.747   15.546  -92.633 -172.662 -177.014  -47.799  135.786   17.219
369 -179.098   11.578 -162.159 -134.732   55.886  -90.001   82.363   14.622  -13.578   -9.474    0.433    7.853  -78.277 -177.529 -177.674  -37.795  141.222  -25.833
370 -162.565    0.370 -172.466 -151.534   97.138  -86.579  -32.015  -33.676  -13.527    2.470   -3.345   54.952 -124.661  148.670  169.920  139.068 -120.620 -174.993
371 -175.431   -8.289 -173.408  -98.414   67.462 -116.217   82.847   46.436    9.026  -12.212    1.641  -11.133  -66.931  179.404 -177.091  109.199 -138.951   24.092
372  176.773    3.120 -164.751 -133.825   73.851 -106.140   72.617  -11.933  -23.231    8.863   11.596   30.726  -96.182 -179.414 -176.735 -176.540  101.699    6.178
373 -170.957  -11.258 -165.226 -117.544   70.267  -98.004   75.476   22.782   -8.772    2.351  -28.331   36.238 -109.596  173.887 -169.394 -179.502  133.816  -14.608
374  172.431   10.312 -170.526 -129.781   82.185  -79.895   77.568    3.590   10.786  -13.952   26.736    7.182  -79.052  162.988 -176.909 -159.281   98.775    2.921
375 -173.331    2.260 -176.697 -130.823   86.318  -70.994   89.516  -12.910    0.766    2.247  -13.383   16.447  -94.497  162.768 -166.933 -148.357  100.330    8.874
376 -163.422   -6.201  177.689 -104.773   71.864 -113.806   94.919   28.320  -15.408   15.071   -4.417   32.996  -96.010  166.316  177.617 -146.620  115.722   16.094
377  162.130  -12.181 -177.145 -104.730   74.678 -106.961   91.979   14.072  -38.489   25.375    1.517   38.917  -95.051  169.063  178.181 -122.517  131.168  -30.504
378  153.686    7.400 -179.607 -167.815   80.689 -103.483   70.928    0.981  -30.811   19.031   -4.384    5.329  -86.454  154.236  177.840  -69.880  179.420  -15.234
379 -177.378   -4.499  176.199 -134.085   76.006 -111.989   87.276   21.258  -15.070  -15.329    5.227   -1.936  -70.707  165.175 -170.983  -55.741 -123.931   -7.275
380 -158.684   13.217 -173.407 -123.828   76.520 -109.087  105.675   16.846   -2.153   -5.850   -9.821    7.866 -107.609  153.352 -171.341 -155.275  114.628   44.814
381 -167.337    9.738 -176.313 -117.622   67.870 -101.173   65.934   25.216    1.471   -8.409   13.701    4.322  -79.857  162.277 -174.015 -113.169   69.622   17.497
382  179.199    1.938  178.702 -132.595   75.919 -116.163   75.795   14.400    1.176   -2.679   -1.993   24.750  -90.945  175.726 -177.592  -64.543   75.578    7.119
383  147.524    4.541 -179.226 -121.143   87.841 -100.071   83.877   24.289   -4.484   20.953  -18.748   15.594  -82.245  169.017  174.644  -61.631   99.434   44.890
384  178.501  -17.925 -170.068 -129.913   83.583 -122.772   75.552   24.622   -7.164    4.134   -0.647   19.157  -83.201  166.973  175.298  -50.899   68.274    7.649
385  179.459    4.692  176.603 -150.898   74.045 -104.819   79.439   -0.986  -21.409   14.934  -10.290   -1.053  -56.903  163.669  178.153  -52.487   75.181  -24.296
386 -177.052   -6.224  172.608  -99.362   64.518 -107.487   83.373   33.626   -2.774   11.977  -13.353   12.537  -70.719  176.939 -162.596  -77.944   70.268   21.961
387 -156.094   -3.572  177.631 -141.640   82.202 -106.939   84.872  -18.808   -7.764   -8.658    5.706   22.871  -81.700 -169.968  175.037  -60.478   70.002   25.635
388 -154.760    3.959  172.454 -124.121   52.418 -107.549   63.734   -3.228   17.837  -14.600    5.668    0.821  -67.098  178.305 -171.990  -54.672   71.721   -0.841
389 -179.594    1.969  156.304 -110.609   78.207  -89.899   96.796   -0.056   34.390  -25.954   -3.888   21.344  -85.016   94.471  177.612   25.011   67.690    1.127
390 -172.827    9.440  178.372 -101.192   58.218 -106.093   86.988   21.671  -13.217  -13.843   19.639   20.847  -74.642   68.764 -166.836   51.112   29.391   -1.148
391  160.127    9.587 -167.696  -89.565   42.302  -90.433   84.539   25.914   22.866   -3.261  -16.258    1.401  -72.573  153.941  178.603  -15.462   -6.058 -118.204
392  166.037   11.376  179.704 -100.238   64.882 -106.195   61.743    6.191    3.679    8.306    4.107   19.137  -75.106  164.392  178.102  -57.949   73.996 -172.994
393 -155.549    7.569  178.471 -102.789   79.212  -84.902   89.682   -2.487    6.254   11.605   -6.754   43.146  -98.997  179.424 -173.679  -91.815   34.381  177.092
394 -170.344   -3.830  163.603  -73.379   71.614 -108.512   65.505   27.002   11.119   -5.121  -11.563   12.305  -70.684  172.606 -172.503  -57.098   34.286 -172.734
395  171.048   -0.843  171.717  -81.593   78.076 -113.018   88.045   30.466    4.669   14.810  -31.971   13.542  -91.607  171.314 -179.616  -55.880   52.516  177.206
396  168.916  -17.584  167.071  -73.513   74.483 -104.163   73.347   24.162    7.059  -12.895   10.625   10.351  -74.097   75.367 -176.202   28.168   81.729  138.381
397 -169.578   -2.163  166.968 -100.425   75.296  -85.826   90.092    0.334    2.860    6.271  -10.453    6.546  -85.947   67.622 -164.425   60.325  -63.642  157.824
398  167.242   -0.921  173.363  -79.539   59.416 -117.125 -162.057   19.281  -36.303   17.738    5.870    3.687  -74.931   64.279 -169.305   62.737  -50.137 -163.288
399  171.458    4.389  173.221  -92.355   81.969 -114.959   83.373   29.280   10.465   -1.734   -7.055   17.897  -75.977 -178.000  164.541  -64.517   67.632 -163.699
400 -160.855  -20.531 -174.190 -105.541   76.030  -99.352   89.788   21.735   10.332    0.216   14.875    6.702  -71.458  152.928  167.750  -30.784  101.583  150.726
401  178.902    8.105 -174.782 -117.111   82.389 -111.736  111.166    9.214   -7.428    1.047   -4.169   -1.759  -53.895  167.680  173.896  -63.349   73.002 -177.946
402  157.626    1.828 -164.585  -97.916   57.116 -113.139   75.381   45.368    7.479  -12.295   13.444   27.375  -77.817   91.525 -167.729   57.096  -87.886   36.525
403 -167.130   -0.580 -178.347 -166.648   89.468  -55.287   73.140  -55.045    2.362  -10.916    1.771   25.849  -97.534   93.925 -176.277   46.802  -48.631  -15.924
404  162.643   -6.755 -174.189  -74.575   53.529 -112.617   78.563   24.254  -10.019    7.452   -2.158   32.458  -98.599   71.246 -164.534   63.025  -86.183  -11.011
405 -144.386    2.612  177.418  -88.512   66.886 -104.419   62.439   28.030    6.629  -29.532   -2.997  -36.073  -72.051   64.907 -173.646   62.596  173.270 -150.316
406  174.072   -0.441  165.516  -97.880   68.008 -100.410   74.088   24.667  -12.109   27.246  -11.213  -20.014 -104.421  158.945 -172.751  -26.271  148.113 -139.735
407 -178.990    6.639  174.870  -81.844   63.519 -107.211   65.381   40.356    0.065    2.119   17.154   19.582  -93.061  172.454  169.092 -104.491   97.021  116.995
408  169.197    5.206  171.882  -90.170  119.394  -72.223   52.194  -10.549   -2.730   -0.344  -15.341   21.816  -86.567   88.057  178.022  -98.502  127.041  177.227
409 -157.716   -3.178  168.677 -104.912   96.466  -84.488   81.692   13.161   -0.727   -9.382  -16.230  -14.907  -85.678   87.349 -179.066  -70.335  135.461  173.769
410 -176.066   17.483  173.278  -77.196   76.765 -114.124   91.129   49.515   -2.193    3.340    1.435  -13.123  -72.489  109.344 -177.948  -90.609  138.030  176.735
411 -167.470    9.694  160.570  -64.090   63.005 -116.953   66.863   57.084   14.141   -4.457   -1.294   11.859  -94.804   82.339  169.727  -77.297  -59.201 -157.555
412  165.540    3.239 -174.891  -73.351   73.698 -105.411   72.182   41.779  -15.293   12.285  -33.641    8.411  -82.169  115.089 -162.486  -50.290  -92.196 -168.502
413  167.791    5.962 -168.348  -84.443   57.597  -99.877   82.088   38.518  -21.488    5.842  -22.251   39.864  -86.537   91.457 -158.644  -92.039  -49.028  -34.040
414  152.339    5.844 -176.710 -106.117   62.761 -111.689   64.781   32.331    2.926  -19.606    8.386   -7.122  -62.572  100.699 -175.145 -116.990  147.263 -172.873
415  163.157    9.942  170.803 -106.547   83.796 -103.843   83.343   12.001   -1.639   10.591  -19.947   11.239  -72.884   82.525  177.373 -106.958  131.547 -173.593
416  179.720   -4.544  177.229  -93.548   73.480 -124.425   84.147   32.127   -4.510   -7.197   -8.288    5.799  -83.295  117.853 -160.472  -84.972  113.505  175.315
417 -157.830    3.021 -176.654 -114.832   69.233  -91.637  100.282    3.447  -19.324  -10.329  -12.493   17.313  -85.594   90.639 -168.176  -83.702  105.430 -163.174
418 -179.569   26.060  172.919  -97.434   77.365 -108.668   92.383   24.183  -23.161   19.616  -17.868  -29.783  -66.053  152.935 -168.348 -123.771  121.625 -166.070
419 -148.771   25.870  160.851  -78.703   76.341 -105.256   74.709   20.057   -7.224   15.413  -23.345    7.429  -80.539   68.579 -171.991  -80.270  115.925 -179.777
420 -165.745    1.464  168.963 -110.316   77.988 -104.607   88.678   28.093    2.205    6.978   -4.616    0.657  -91.158  157.864 -165.348  -89.852  -97.691  -14.488
421  172.381    0.512  178.601  -95.673   68.113 -104.666   75.520   34.231    9.106   -8.202   12.106  -15.873  -62.035  136.213  175.316 -103.478  -63.797   28.223
422 -178.418   17.329 -170.881  -79.098   66.555 -120.496  101.330   48.859    7.306  -20.945   -8.304  -19.506  -66.086  136.877 -165.825  -87.968  -82.911   10.241
423  167.192   24.978 -169.798  -91.827   71.969 -114.643   87.797   41.294   -5.986    2.683    1.049   -6.470  -68.548  159.361 -167.138  -94.465  -87.372   -5.485
424  174.248   12.953 -176.365  -94.668   82.448 -112.772   69.557   32.248  -12.823  -19.086   -8.694  -12.395  -74.645   77.731  164.639  -83.061  -46.330  -10.350
425  171.698    6.835  176.103  -83.263   71.737  -96.715   73.829    9.686   13.874  -10.810  -11.931   33.033  -87.939   77.385 -167.277 -115.252  105.636  159.802
426 -133.857  -19.660  168.765 -107.261   88.296  -96.521   87.150   -1.387   -3.823  -12.929   10.818  -15.182  -84.748  136.733 -177.277 -169.607  126.353    1.719
427  177.272  -10.460  174.829 -111.435  103.327  -80.357   83.811  -15.759    8.335   -6.384   -9.865  -12.583  -72.099  138.841  176.329 -118.719   96.223 -149.520
428  173.429    9.325  176.210  -87.873   69.053 -112.687   66.726   48.261    1.561   -6.575    2.740   13.350  -89.424   98.227 -179.104 -138.839  129.332  -19.771
429  167.012   11.924  178.138  -86.881   51.286 -107.771   72.389   51.338  -17.199   15.651   -9.580    3.769  -76.040  131.286 -166.019 -131.899  104.453   19.699
430 -177.764   15.326  153.481  -84.931   79.015  -97.268   81.859   16.781   22.274  -21.068   -3.244   -7.473  -76.408  155.882  175.354 -134.030   97.964  -14.580
431  176.233    6.218 -175.655  -99.527   81.788 -116.241   97.064   37.042  -17.309    8.090  -15.933  -35.884  -84.120  151.305 -177.387 -148.425  112.978  -20.704
432  166.821   10.447 -178.547  -90.039   82.431 -113.853   75.891   43.650   -7.808    2.686   -6.454    1.258 -100.842   89.712  176.071  -94.561  106.958   -0.407
433  177.378    9.639 -173.569  -86.698   76.116  -94.154   73.175    7.081   13.868   -3.880  -12.321  -29.411  -83.443  162.117 -176.362 -110.649   86.504   19.029
434 -175.077   17.935  150.353 -130.770   87.386  -79.740   75.197  -10.804   12.678    3.671  -12.116  -16.656  -70.454  136.986 -179.352 -103.008   69.556   32.372
435 -156.788    7.589 -163.810 -110.340   58.617 -103.627   94.891   22.362    1.335    3.055    0.191   -8.472  -66.920   81.038 -161.720  -65.202   76.227   -6.788
436 -177.067   13.765  162.066  -77.835   82.481 -112.153   76.763   28.290    5.239   -1.181   13.005    6.121  -90.018   88.248 -178.528 -118.873   97.699   12.492
437 -175.888    5.505 -175.514  -80.133   83.012 -115.960   70.841   43.640    7.471  -11.546   11.209   -3.981  -77.252  109.584  174.513 -172.213   99.715   17.943
438 -164.046    6.870  178.461  -93.044   73.234 -118.768   72.510   33.299    5.117  -16.781   19.763   23.933  -78.107   67.293 -170.884  -60.677  146.188    6.605
439 -170.559   37.236  175.319  -90.574   65.099 -110.600  106.714   36.384  -12.667   12.582   -2.436   38.337  -92.977   91.554 -167.332 -149.776   95.570 -138.960
440  178.083    1.156  179.272  -70.573   68.214 -116.008   73.183   36.563    1.268    1.603   -5.369   21.030  -82.981  102.406 -168.425 -100.802  111.042 -166.006
441  178.468   21.527 -174.203  -89.176   67.838  -90.743   82.163   10.266    7.178  -11.565  -18.595   33.753  -86.568   80.837  174.143  -23.091   60.571 -166.593
442 -179.607   -3.568  157.998  -77.733   87.172 -116.682   91.329   31.467   -6.932   -6.096    8.392    7.115  -86.091   92.960 -174.562 -126.919   98.458 -168.399
443  165.172    6.249 -179.278 -117.635   89.070  -82.716   87.662    3.376   22.681  -13.957  -29.890   -9.392  -88.833   87.388 -156.256  -88.825  108.789 -157.526
444 -176.286   12.488 -171.525  -86.267   77.440 -103.679   85.912   32.302   32.233  -22.076    5.038   18.038  -86.180   74.867  179.555 -105.959  146.229 -152.301
445  166.211   -7.140 -163.889  -87.456   61.204 -112.130  112.038   51.697   12.572   -4.143    5.232  -20.425  -66.783  104.757 -171.274 -126.943  109.964 -152.793
