## Torsion are defined with the following atomIDs:
# dihed1: ai= 19068 aj= 19028 ak= 19026 al= 19025
# dihed2: ai= 19028 aj= 19026 ak= 19025 al= 19024
# dihed3: ai= 19026 aj= 19025 ak= 19024 al= 19023
# dihed4: ai= 19025 aj= 19024 ak= 19023 al= 19019
# dihed5: ai= 19024 aj= 19023 ak= 19019 al= 19018
# dihed6: ai= 19023 aj= 19019 ak= 19018 al= 19017
# dihed7: ai= 19023 aj= 19019 ak= 19020 al= 19021
# dihed8: ai= 19019 aj= 19018 ak= 19017 al= 19030
# dihed9: ai= 19036 aj= 19031 ak= 19032 al= 19033
# dihed10: ai= 19031 aj= 19032 ak= 19033 al= 19035
# dihed11: ai= 19032 aj= 19033 ak= 19035 al= 19073
# dihed12: ai= 19016 aj= 19015 ak= 19014 al= 19013
# dihed13: ai= 19015 aj= 19014 ak= 19013 al= 19037
# dihed14: ai= 19038 aj= 19010 ak= 19009 al= 19008
# dihed15: ai= 19010 aj= 19009 ak= 19008 al= 19007
# dihed16: ai= 19009 aj= 19008 ak= 19007 al= 19006
# dihed17: ai= 19008 aj= 19007 ak= 19006 al= 19005
# dihed18: ai= 19041 aj= 19004 ak= 19003 al= 19002
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7   dihed8   dihed9  dihed10  dihed11  dihed12  dihed13  dihed14  dihed15  dihed16  dihed17  dihed18
126  177.541  -10.223 -165.092 -150.256   79.533  -69.256   83.960  -19.417   -5.280   -2.823  -14.525   -3.518  -73.643  152.270  172.469   97.076  -53.157   -2.454
127  172.345    6.519  171.205 -120.393   93.029 -111.729   75.055   17.380    1.335  -24.950    2.813   -9.092  -71.746  159.306 -177.436  127.947  -93.788   31.611
128  162.190   15.761 -166.759 -146.357   85.792  -87.728   92.320   -5.296  -24.072  -12.633   -3.512   10.784  -85.736   83.337 -179.410  -99.083 -134.456  -22.186
129  170.415   -6.520  175.339 -165.788  101.216  -77.135   87.528  -24.133  -10.715    1.567  -12.693    5.316  -73.810   90.872  177.460 -137.772 -103.180   12.641
130  166.439   -2.768 -179.063 -131.069   90.286  -99.712   89.160    7.202  -19.951   -5.326   33.272    5.311  -67.727   73.268 -173.516 -117.422 -141.317  -12.746
131 -173.266   -4.519  177.987 -127.742   75.313  -95.407  -23.056   17.901  -25.242    9.926    0.909   -5.010  -63.634   79.090 -171.642 -142.767  -81.996  -32.001
132 -173.679    5.661  177.389 -159.938  103.891  -71.260   84.050  -16.373  -21.609   20.244   -5.550   -5.206  -71.808   91.164  168.624 -158.402  -92.950   -8.701
133  177.620   -1.545 -164.968 -122.291   85.805  -98.376   83.203    6.832  -13.056   -1.888   -0.977   26.570  -96.147   81.759  171.121 -155.599  -89.306   -2.002
134 -175.397   10.395 -177.313 -131.743   89.132 -103.515   85.033   -3.618  -18.641  -12.359    8.695   19.043  -80.618   79.320 -170.692 -149.128  -92.546   10.818
135 -179.264   -3.942 -163.115 -142.355   85.039  -72.408   95.527  -26.438  -13.578   -4.252  -24.167   30.285  -80.305   63.337 -176.090 -128.730  -91.602    0.264
136 -172.817   -5.387 -160.945 -125.651   79.338  -97.289   85.279    4.432  -11.548    4.612   -8.432  -11.443  -61.508   81.764 -166.152 -134.090 -124.103    9.141
137  169.611   13.451  178.609 -121.778   72.716 -102.984   97.036   21.974   -4.635   -9.038    2.902    7.922  -95.379   68.370  177.098 -154.766  -83.911   19.766
138  177.829   -2.067 -167.747 -109.770   73.301 -115.482  105.233   37.672  -35.699    8.417    4.851   17.250  -78.363   77.111 -173.327  169.857  -68.272   -0.806
139  173.653    6.663  178.972 -134.844   98.632  -81.220   91.675   -1.122  -13.685    4.427   10.333    0.972  -72.848  150.685 -179.027  135.834  -78.270   11.748
140 -178.749   -2.075 -176.900 -110.738   76.053 -102.302   96.588   26.390  -37.461   17.178   11.401    5.511  -60.608   73.094  169.283 -167.993  -73.322   -8.718
141  149.476    8.039 -175.787 -126.904   90.926  -82.561  -32.990  -16.881  -11.283    1.591   -1.068   -3.011  -77.113   83.863  170.770 -158.185  -88.610   26.547
142  155.490  -19.196  172.688 -123.592   92.226  -92.211   74.942    0.968    4.320   -8.972   -5.386   18.097  -78.285   74.250 -169.319 -147.855 -121.856  -13.192
143  177.330   -3.397  175.680 -118.472   79.916  -93.733   88.664    1.483   -8.240   15.288  -17.451    4.346  -74.665   91.928  171.891 -168.154  -97.019  -12.707
144 -177.201    2.674 -168.060 -114.381   87.067  -94.399   88.472    9.953  -12.741    5.403   -6.288    9.311  -71.212   84.672 -170.955 -162.762 -116.759   26.510
145 -175.279   10.643  173.825 -151.257  106.399  -70.760   96.606  -16.896   -8.465   -0.621   -3.089   15.421  -77.172   94.708  177.571 -165.640 -102.545  -46.345
146 -179.707    3.219  169.075 -134.338  101.750  -81.690   74.846   -2.401  -10.692   16.487  -15.986   26.133  -86.219   80.456 -172.128 -136.921 -108.586   12.191
147  160.027    4.124 -166.759 -114.771  104.675  -86.314   69.978   16.217    8.329   -2.242   -7.145  -16.731  -76.117   72.084 -164.944 -167.597  -83.225   -9.888
148  171.506   -0.706 -173.149 -127.506   92.481  -90.561   81.640   -0.345  -34.919   16.866   -0.858   39.901  -99.674   63.363 -164.083 -151.989  -82.037   19.380
149 -160.382   -0.958  179.047 -125.732   87.655  -81.652   98.982   -2.143  -29.486   16.068   13.829   14.325  -83.482  103.868 -168.998  162.011 -100.627   19.986
150  151.509    1.796  179.404  -82.575   70.739 -123.627   82.022   56.247   -2.004  -10.560    4.430   -0.292  -67.266  141.385  172.530  120.738  -45.781   -7.695
151 -176.317   -0.924 -169.967 -125.943   98.793  -81.329   65.776   -5.139    1.037  -17.459  -14.700   11.279  -74.422  148.381  177.269  133.629  -94.656   21.024
152  158.642    2.516  177.938 -153.188  108.505  -83.279   74.531  -28.603  -11.775    6.215  -10.437   29.591  -79.559  168.856  177.130  107.416  -81.418   29.088
153  176.347    8.018 -179.642 -105.363   75.822  -95.613   87.561   29.536   -1.646   10.889    2.112  -14.496  -71.273  143.647  172.331  105.258  -66.738   11.045
154 -161.700   10.758 -179.130 -129.609   94.573  -90.006   80.241    9.192  -20.285   -4.265  -10.698    7.145  -80.396  160.733 -177.050   54.146  -98.567  -26.185
155 -173.233   -9.395 -173.608 -142.942   87.495  -72.019   84.083   -3.220   -1.765  -12.617   11.280   15.223  -94.648  139.387 -164.644 -153.449  -98.413    2.838
156 -158.072   -7.799 -164.073 -156.687  104.262  -57.843  175.287  -33.325  -18.736   21.632    8.923    7.039  -87.542  129.443  170.636  147.842  -67.029    4.778
157 -144.944  -13.609  166.603 -129.344   88.932  -85.695   78.212   -6.365  -12.401  -12.766    8.966    7.502  -79.339   71.428 -177.632  174.878  -84.639  -16.043
158 -171.283   14.870 -168.200 -148.138   81.740  -90.372  100.416   -3.470   -9.395  -20.605    6.831   29.838  -93.131   81.842 -178.792 -175.308 -104.144    3.595
159  178.796    3.607 -158.189 -126.169   82.502 -102.483  109.624   24.225  -29.525   16.222   -6.433   17.196  -81.167   74.064  161.933  106.502  -93.135   10.337
160 -165.839    6.759 -175.408 -111.333   87.872  -98.753   83.511    6.346  -16.302    2.045    0.743   -1.715  -74.355   76.117 -176.662  104.209 -126.457   26.521
161 -171.310    5.220 -176.577 -134.874   93.671  -97.369   76.449    7.240   -2.359   -6.951   12.489    3.357  -72.101   69.884  176.657  104.039 -115.407   -3.830
162 -169.062    7.787 -175.451 -124.238   80.561  -88.332   86.329   13.284    0.491   -6.027    0.460   15.776  -76.787   85.184  176.172  134.255 -102.931    3.253
163 -163.420   11.665  176.180 -142.466  107.315  -82.382   73.398  -17.194   -0.978   -6.314   27.638   13.486  -82.336   92.816  179.254   88.138 -127.489   36.943
164 -167.772    5.062 -176.352 -146.667   98.150  -84.327   73.168  -26.622    9.195   -5.959  -24.584   30.421 -104.368  120.059  176.527   64.091 -114.857   -6.008
165 -158.561    8.251 -170.540 -154.762  113.255  -80.768   82.134  -16.212    5.850  -10.072    8.825  -11.962  -72.842  104.524  168.570   95.778 -137.460   33.602
166 -176.064   11.438 -156.402 -129.252   81.583  -84.113   63.726   -9.284   -4.468   -6.372   -6.710   20.598  -89.061   67.421  164.461  121.796 -111.877   40.180
167 -175.778    9.032 -158.146 -133.914   77.642  -83.541   73.056  -16.752  -22.621   -4.038   18.771   34.888  -92.782  107.663  169.255   87.118 -115.018  -25.465
168 -169.190   -7.221 -170.047 -110.870   94.921  -93.081   87.659   -9.780   -7.707   -4.958    7.157   39.646  -93.227  107.719  169.830   95.293 -140.419   27.036
169  166.829    5.992 -164.313 -123.800   88.360 -100.933  101.815   -0.686  -36.956   31.068    8.748   35.408  -88.172  125.567  171.766   70.068 -111.446    7.286
170  160.905  -15.033  178.917 -126.308  101.057  -76.848   75.816  -14.173   15.772  -30.698    5.482   -0.790  -68.066   71.876  170.251  138.667  -89.220   -8.543
171 -170.491    1.771 -167.371 -104.221   81.995 -100.984  -22.035   15.985  -24.853   24.448  -15.380   41.529  -94.249   57.971  173.448  129.059 -108.435   -5.343
172  170.765   10.834  171.929 -135.582  105.992  -72.703   62.428  -10.636    8.171    1.055  -15.875   -6.600  -68.196   94.281  158.448   85.173 -122.353   31.641
173 -161.637    4.229 -170.622 -137.640   99.502  -96.965   90.961   -9.932  -16.822    0.005    6.109   28.644  -77.479   68.347  173.705   97.676  -98.626   -4.707
174 -172.115   -4.504  176.948 -121.172   91.361  -97.450   92.879    7.948   -0.454   -2.524    3.610    2.773  -63.733  128.262 -176.181   64.048 -137.216  -17.350
175 -170.008    9.063 -170.256 -132.760  100.111  -89.623   75.385  -17.216  -14.457    9.923  -11.619   30.480  -96.450   90.726  178.695   99.395 -130.695   18.670
176  174.365    5.396 -174.161 -126.790   81.694  -96.162   73.903    8.670  -14.190    5.782  -11.440    9.192  -75.216  112.035 -176.076   87.547 -100.851    7.196
177 -176.598    0.395 -177.469 -112.538   78.183 -107.029   87.476   28.305    9.806   -6.921   -0.802    0.305  -89.100  150.480 -171.398  103.893 -110.528  -15.643
178 -174.603  -10.444 -171.754 -131.180   82.553  -76.302   67.647   -9.347   -5.207    8.221  -10.023  -22.730  -57.128  158.298  170.139  156.290  -86.283   -4.422
179 -171.309    9.413 -166.399 -147.148   94.093  -80.499   85.388   -8.415   14.380   -1.099  -12.380    1.333  -93.985  152.431 -174.760  112.555 -105.024  -33.890
180  177.198    5.535 -168.609 -115.184   81.738  -94.484   92.641    2.876    8.096    7.873   -9.788    6.373 -109.607  121.238 -179.089  112.743  -96.563   34.114
181  179.100    3.417  170.815 -122.538  103.653  -91.739   82.125   -0.799   -6.776   -5.076   -1.657   -3.222  -82.603  163.619 -165.325   93.798 -136.392    3.065
182  178.520   -3.842 -174.782 -131.946  100.361  -83.538   77.807   -9.265   -5.864    0.376    7.765  -16.645  -75.454  164.866  169.576   99.532  -94.682  -29.132
183 -172.647   14.501  177.571 -134.739  105.167  -82.913   74.650   -6.868   -0.499    8.202   -4.809  -24.097  -79.739  169.961 -167.896  131.237  -73.054  -13.323
184 -167.657   15.861  176.859 -153.602   84.034  -89.080   90.957   -1.534  -20.332    2.550    8.623    8.715 -100.088  148.881 -177.931  104.143  -88.908   -5.200
185 -159.348    2.467 -163.673 -130.561   88.373 -104.721   63.271    3.932    3.703    6.647  -14.941   10.198 -109.831  164.213  179.396   79.164  -93.830    3.756
186  177.244    1.294 -158.573 -122.047   79.700 -101.445   69.173    8.381  -15.469   14.528   -8.703  -10.123  -63.414  160.939  171.123  105.585 -101.687 -167.672
187  177.558    4.799 -162.918 -138.500   72.308  -78.278   88.363   -9.300   -7.963   13.708  -10.635  -12.425  -66.380  138.733  163.561  122.736  -87.457 -155.139
188 -160.671    5.224 -168.783 -140.104  103.408  -88.193   73.250   -6.660   -1.686   -1.833   -5.548  -24.063  -38.963 -167.998  163.813   86.947 -126.482 -155.335
189 -164.568  -25.324 -167.016 -120.686  100.063  -99.695   71.543    2.578  -12.874    1.350   11.169    7.111  -68.395  146.987 -178.675  113.881  -75.108  164.287
190 -172.348  -12.484 -157.699 -137.668   83.797  -97.048   84.743   -2.678    7.613  -11.718   12.208    3.538  -74.337  142.964  163.530   99.147  -96.144  173.343
191 -172.147    7.567 -168.892 -127.924   92.165 -103.570   71.539    9.592  -13.286   11.643    0.565  -16.293  -48.492  177.873 -177.906   65.047 -167.053  130.783
192 -176.875    3.411  175.944 -134.127   88.472 -103.125  100.726    9.967   -1.395  -10.457    7.628   16.361  -81.736  106.798 -151.024   78.572 -150.059    6.639
193 -175.680    2.426 -171.750 -130.684   85.978  -95.410   74.762   -5.414   22.057   -2.571   -1.539  -18.324  -69.781  149.427  175.754   89.672  -75.166 -144.314
194  166.098   10.137 -179.554 -127.120   75.094  -98.404   72.442   19.224    2.562   -0.318   -1.328    3.917 -103.380  162.125 -171.083   99.323 -115.235  151.127
195 -156.541    2.799 -170.114 -150.320   82.675  -68.348   81.585   -6.842  -12.662   -1.863    6.723   -5.179  -88.693  166.425 -178.792   76.289 -107.092 -177.619
196  167.536   -9.776 -174.408 -120.544   82.769  -97.786   86.188    0.897  -26.520    7.163   -6.731    8.144  -71.832  177.987  157.229   72.981 -141.562  125.481
197 -162.915    2.294 -178.705 -104.257   44.991 -106.364   62.589   44.748   -2.364    0.971   -5.573  -14.062  -62.707  164.271  173.416   90.408  -72.079 -165.905
198 -172.795  -12.017 -158.226 -107.356   79.699 -103.984   80.626    1.833  -26.004    4.089    6.882   24.702  -97.667  147.139 -169.048   83.674  -93.732 -117.775
199 -160.169    4.872 -170.635 -121.201   98.553 -110.485   60.878   12.838  -14.323   -2.411    0.319   -7.158  -74.002  144.604  176.224  123.949  -80.103  178.620
200  153.905    1.561  171.314 -121.928   77.484  -89.582  -27.245    7.475  -20.277  -32.931   15.579   21.234 -104.049  137.104  176.774   98.408 -107.237  153.620
201  174.907    4.018 -166.644 -118.410   71.219  -89.431   76.176    0.144    1.487    3.717   -5.466    3.720  -86.436  166.398 -173.801   71.523 -101.871 -166.424
202 -178.793    6.805 -174.019 -117.337   81.184 -100.593  -34.956   17.899   -5.433    6.368    1.203   -1.750  -74.237  167.975  178.789   91.473 -100.262  -12.473
203 -174.128   -1.656 -179.957 -139.512   84.497  -85.432   65.862  -15.013   -9.326    2.636   10.897    4.172  -82.622  160.485 -173.979   90.030 -132.375  -17.637
204  172.425   -2.214 -166.449 -132.814   85.527 -100.967   66.834  -12.117  -27.233    8.034   17.825   34.405 -114.011  128.630 -178.325  127.798  -97.600  -37.225
205 -171.461    7.166  179.678 -118.925   67.147 -118.282   72.538   22.069  -31.579    4.854    5.898   10.339  -79.761  166.581  171.138  116.509  -81.822   -4.080
206  171.846    5.656 -168.832 -138.734   74.186  -93.122   65.549    3.044  -19.618   15.000   12.260   -2.731  -82.809  170.246 -177.906   85.090   37.090    8.771
207 -166.002    7.973 -178.608 -115.303   69.869  -93.039   97.995    7.820    5.112   -5.070    1.646   -1.923  -81.806  148.693 -173.003  100.034   72.669   -5.306
208  165.571    3.814 -167.852 -150.805   81.952  -82.510   95.713  -13.199  -24.284    8.042    9.816   20.049 -103.867  165.947 -170.961   84.378   54.811    0.907
209  156.298   -1.916  174.688  -99.900   71.387  -98.289   81.078   42.486   -2.084   -3.190    7.000  -13.898  -77.472  150.712 -173.489   95.191   72.803   26.556
210 -164.730   12.588 -173.370 -134.102   90.338  -81.567   78.290  -15.089  -15.447    2.032    8.806   -2.075  -78.644  173.995 -170.728   88.020   33.579   43.498
211  166.405   -3.104 -179.837 -128.678   96.137  -85.879   71.075   -0.484  -26.825  -18.072   18.303    4.707  -85.701  162.362  158.725   90.615   68.031  -10.362
212 -176.546   16.177  172.146 -129.681   95.776 -101.997   66.775    4.809  -21.272   20.468  -16.323  -14.061  -80.885 -178.374 -178.993   84.633  153.908    7.249
213  174.993   -6.147  167.641 -133.052  128.818  -80.202   61.584  -33.914  -11.589    5.961   -6.293    2.738  -77.550 -175.946  163.236  110.148   81.519   43.434
214 -166.750   -3.130 -179.417 -137.865   95.668  -76.390   94.546  -16.110   -3.313   -9.392    2.902    3.040  -74.410   56.588 -175.474 -170.849  103.287    1.645
215  172.271    6.927  179.271 -129.050   84.754 -109.242   80.872   17.204  -12.754  -14.464   28.242   16.414  -68.869  151.350  173.287  116.179  123.892    8.888
216 -179.288    0.614  165.758 -109.000   67.338 -103.008   96.013   27.518  -11.286    6.110   -2.064   -7.625  -73.270  154.965 -175.611  108.504  101.726   -5.832
217  177.428   -3.148 -179.109 -101.208   69.527 -106.745   67.421   15.075  -12.561   10.097   13.471   21.907  -86.440  110.668 -175.239  121.246   96.352  -18.735
218  147.535    2.323 -172.870 -153.906   85.413  -61.183   77.050  -42.547  -15.889    6.942   13.737   14.760  -72.342  151.127 -157.849  103.707  121.145    9.074
219  178.861    1.309 -173.247 -128.239   82.028 -102.934  -31.613    1.704  -41.208    0.454    2.287    0.711  -87.365   71.952 -172.281  159.910  101.600   23.331
220  171.583  -11.213 -178.984 -147.688   95.834  -82.512   77.679  -14.165  -15.608    8.152  -14.014    1.575  -73.030  150.167 -171.098  108.183  141.696 -140.415
221 -166.912   -1.058  170.421  -95.051   84.644  -97.064   80.379   20.903  -21.224    2.795   -7.497    1.126  -55.518  179.853 -176.846   79.960  110.114 -172.417
222 -168.685   -5.993  177.906 -126.902  103.929  -87.650   70.890    1.388  -22.616    7.587    7.666  -24.327  -61.900  150.229  172.205  112.695  142.177  166.224
223 -173.218   -6.334  166.625 -117.341   98.487  -81.444   74.807   -6.571   13.814  -11.176    2.967   -2.795  -78.193  112.543 -154.827  133.640  119.363  154.814
224  179.686   -6.193  163.408 -124.007   96.140  -96.285   73.555   10.829    5.144    3.891   -8.634   -5.702  -60.290   71.576 -175.265  171.991  107.915 -134.106
225 -162.591    7.321 -164.240 -139.583   87.974  -93.611   81.002  -13.137  -20.319   22.935  -28.473   16.863  -85.249  129.134 -163.920  129.757  131.924  -23.544
226 -165.013   -3.652  173.900 -117.178   72.924 -102.196   65.689   23.670  -40.906  -12.410    8.771    5.024  -78.410   70.333 -175.610 -179.601  102.131   41.804
227 -162.375    7.637  178.313 -127.482   92.149  -75.627   75.761  -27.056    1.004   -1.219   -7.487    0.159  -59.773  173.605  164.534   93.037  134.176   41.948
228 -174.467   -1.808 -172.891 -120.888   68.761  -92.376   -7.593   -8.061  -16.993    4.075    8.200   41.484  -98.654   58.463  175.149  154.534  107.855 -171.325
229 -167.016  -21.856  172.425 -133.553   87.315  -84.042   80.079   -9.605  -25.448   -5.666    4.712   23.369  -82.843   86.883  168.822  127.129   87.051 -144.575
230 -169.576    9.454 -174.034 -144.364   86.643  -89.272   80.930  -11.001   -7.168   -3.830    4.403   22.172  -81.812   76.107  177.715  148.835  102.762   50.468
231 -174.725    2.242 -179.850 -124.947   85.861 -100.007   75.435   14.036    2.919    1.402    3.004   32.201 -100.410   62.028 -176.474  128.759  107.172   40.241
232  153.242   -5.467 -175.661 -129.080   88.504  -71.723   71.614   -7.122  -13.545    1.417  -17.333   16.162  -82.390   78.554  171.236  147.513  114.551   38.053
233  172.332    0.910 -170.296 -127.706   82.561 -104.745   57.136   19.030   -8.855   -3.423   21.602    4.796  -69.030   65.738 -169.300 -173.938  125.075  178.751
234  173.124   -0.252  177.741 -130.888   87.319  -75.100   86.005   -6.215    0.172  -24.618   16.673    7.911  -68.441   63.098 -174.511  173.257   86.948 -167.289
235  179.130   31.443  177.739 -135.092   81.998 -107.626  -83.839   12.868   -7.944   -3.698    8.135   26.208  -88.178   78.972  173.624  122.513  104.545  172.690
236 -179.757   -7.624  173.044 -105.522   79.500 -113.099   61.860   30.013   -9.290   -6.069    8.922   14.143  -70.584   78.480 -178.157  128.352   87.225 -167.293
237 -139.618  -12.287 -177.203 -103.984   86.537  -97.413   71.533   21.805   -8.888    0.397   -5.008    6.100  -80.916   67.294 -173.663  165.862  116.376 -173.072
238  172.982   12.589 -173.639 -102.222   69.510  -98.328   83.951   24.803  -16.696    6.363   -5.689    3.108  -74.642   67.016 -174.714  140.207   81.843 -154.053
239  178.442   10.990  177.144  -94.695   62.557 -100.167   76.871   28.438   -0.871    1.487    6.544   18.798  -76.705   83.526 -168.849  143.328  132.241   -3.693
240 -172.146   -3.964 -167.680 -129.862   72.096 -103.255   75.321   11.286  -28.739   -3.075    3.742   24.863  -94.309   71.052 -176.531  160.098  114.319 -129.578
241  170.031   -6.270 -175.679  -86.809   50.982 -109.736   78.562   49.163  -16.513    6.940  -10.393   -3.439  -88.910  121.699 -166.809  115.011  121.732   39.246
242  164.427   17.065  178.607 -131.419   81.780  -98.336   60.683    3.575  -20.132   -9.785   14.120   18.570  -84.010   95.433  161.371  123.677   62.260    2.909
243 -171.026   -0.964 -179.603 -119.183   77.952 -105.373   99.531   19.675    7.415   -6.710   -5.261    6.201  -75.182   73.832 -169.112  160.203  112.534  -13.309
244  176.096    6.166  176.749 -125.960   89.752  -83.602   85.966   -7.264  -10.660   -4.464  -10.645   -4.542  -55.421  160.343  174.501  116.305  104.465   16.494
245 -165.522    1.955 -170.219 -151.897   87.846  -60.642   54.628  -35.590   17.075  -17.337   10.802   -1.047  -73.864  147.180  178.214  123.664  127.241  -29.312
246 -164.810  -13.284 -171.213 -116.676   72.896 -108.542   91.671   26.320    8.505  -17.930    1.811   12.790  -72.062   88.799  165.127  152.327  156.107  -23.115
247  168.760   -8.983 -177.976 -142.003   90.284  -90.087   73.364    6.512  -17.356    3.799    6.503   -5.181  -72.467   78.898 -176.354  171.071  101.495   -9.012
248  176.969    0.279 -177.869 -126.255   79.354  -97.907  -34.650    8.831  -26.681   -8.837   21.334   44.326  -96.925   84.009  170.302  155.386  121.961    5.145
249 -163.028    4.785 -169.234 -110.625   66.156 -107.084   73.036   23.249    0.938   -1.448   -0.044   20.628  -77.715   75.867  169.703  156.527  107.804    7.496
250 -172.527    7.220 -174.734 -121.516   78.058  -95.861   88.941   14.303   -6.259   -5.854  -25.527    3.360  -69.483  156.761 -172.185  113.970  116.818 -175.942
251  177.956    5.335 -172.223 -107.645   69.746 -117.376   95.761   22.576  -25.156    5.330   14.347   35.132  -89.440   66.038  165.063  133.577  129.642  -31.431
252  172.882    6.931 -163.310 -116.638   76.335 -110.323  100.636   30.144  -20.807  -10.840   11.467   28.715  -74.510   84.534  164.867  173.147  106.907 -134.120
253 -157.318    1.440  176.304 -125.396   75.978  -87.435   88.587    9.483  -15.841   -9.878  -11.557   14.315  -68.300   72.998  174.954  139.636   94.149 -174.585
254  169.260    7.855  178.398 -132.920   81.366 -112.443   73.884   19.300   -4.216  -15.409   10.020   39.136  -99.811   68.418 -173.062  161.661   87.132  -19.319
255  174.361    9.926  167.219 -119.181   76.077  -97.430  -32.509   12.085    9.356    0.923  -14.310   18.281  -75.884   76.574  175.439  145.649   92.523    2.078
256 -171.992    0.892  171.808 -110.699   78.171 -104.237   93.169   31.534   -7.213  -12.979    5.314    7.492  -72.266   68.643 -153.915 -148.609  101.737  -22.197
257  162.869    5.123  166.687 -102.361   71.202 -111.812   96.590   44.486    3.419    6.885  -10.992   22.821  -95.584  148.708  179.037   70.955  140.442  -22.600
258 -179.672   -4.401 -169.542 -116.785   71.462 -100.748   60.144   25.206   12.722  -25.678    5.633   11.969  -82.439   76.815  175.785  162.482  151.510   -4.941
259 -176.953    7.161 -173.810 -141.271   79.179  -80.393   77.373   -2.643   15.779   -6.100   14.926    7.961  -77.853   72.988  172.973  156.254   82.257   11.945
260  156.900   13.546 -174.397 -161.467   80.959  -80.958   71.166   -6.752  -11.682   -7.492   16.799  -10.571  -58.066   78.404 -167.765  170.020  102.121  -32.964
261 -163.484   12.172  168.514 -135.847  106.500  -87.132   67.014  -12.503  -15.094    9.738   -5.587   26.567  -81.265   75.530  176.306 -176.873   91.420   40.076
262 -177.275    0.515  171.750 -145.100  102.844  -76.278   66.262  -18.913   -4.112  -13.257   -4.252   -4.207  -75.722   73.089 -170.359 -177.761   96.903   31.589
263 -177.453    9.521 -172.979 -141.737   94.777  -70.382   98.951  -11.933  -28.030   12.170    4.372  -17.654  -58.847   62.065 -172.055 -166.180  127.509  -11.040
264  163.663   -1.743 -171.152 -132.814   77.875  -91.278   81.834   -4.965  -12.931    9.810   -2.324    7.518  -72.953   95.290  163.999  129.022   97.606 -146.345
265 -177.586   -0.406  176.230 -153.670  105.352  -71.753   74.762  -21.368   -7.776   -1.372    5.624    9.641  -68.570   78.945  175.709 -175.506  110.051  174.495
266 -175.823   -7.143  179.969 -102.301   86.839 -114.605   83.463   25.818  -25.008    7.626    4.953   23.973  -86.762   78.230  178.020  148.660   87.676 -174.053
267  169.130    7.002 -177.242 -114.783   80.902  -96.669  -33.323   15.598  -18.178    9.512   19.857   27.296  -83.361   76.598  176.363  149.788  132.390  173.458
268 -162.586   -0.461 -160.618 -121.208   73.205  -96.750  -14.677    6.060  -33.237   17.869  -17.560   12.742  -75.173  134.274 -173.858   91.546  147.163 -161.250
269  134.768   10.828 -174.338 -157.676   83.686  -84.987   90.009  -21.310   -7.630    2.754   -9.953   30.940  -81.771  164.030  179.775  107.923  106.413 -131.459
270  167.212   18.111 -172.654 -139.548   95.720  -87.726  -36.030  -14.630   -8.815   -3.052   12.631   13.443  -76.694  172.946 -178.234   92.186  104.078  166.567
271  167.895   -8.391 -171.089 -160.664   87.868  -62.734   66.560  -17.055   -1.737   -5.647   11.489   -1.044  -73.823  158.071  177.292   98.794  129.319  170.762
272  159.346    5.810  174.859 -135.792   91.820 -103.919   75.931   -9.974  -30.099   14.936   -9.647   29.031  -93.578   84.868  168.049  160.637  122.175 -158.128
273  163.462   -0.206 -166.518 -138.965   89.648  -82.485   76.303   -6.788    1.514  -10.136   12.510    0.054  -68.477  155.713 -157.573   89.097  128.178 -177.086
274 -174.599   -6.626 -172.978 -115.618   70.802 -116.274   86.505    7.076  -21.367  -12.749    4.849   41.028  -85.005   85.358 -173.819 -176.526   88.072  167.776
275 -177.231   -3.324 -177.525 -124.682   88.430  -75.933   95.249   -6.543    7.235    5.805  -10.155   17.198 -118.633  129.961 -166.407   83.608  156.851  174.784
276 -169.149   -2.921 -178.018 -144.034  104.588  -92.187 -177.439    1.048   -6.187   15.796  -14.328   13.580  -83.552   54.880 -173.094 -176.212   93.081 -146.067
277 -170.602   29.110 -161.264 -136.780   86.107 -102.508  -11.594   16.895    1.267    1.564  -14.326   14.071  -71.868  166.408  177.581  107.903  104.832 -168.558
278  178.714    6.395 -179.797 -115.893   72.285 -101.905   87.426   11.023    2.046  -12.160   17.762   23.872  -73.738   79.247  170.181  173.216  111.325 -168.349
279  152.129  -16.123 -172.644 -120.639   89.812  -91.737  111.458    2.749   23.489  -11.206   10.716   -7.737  -61.946   78.666 -164.635 -145.398   87.047  160.679
280 -178.805    2.275 -170.837 -111.676   61.818 -102.181   74.271   21.971  -12.008   -1.427   -9.002  -21.951 -112.487  121.265 -175.780 -102.026  140.704  172.333
281  165.719   -0.467 -159.627 -141.085   74.087  -73.385   83.882   -4.946   -2.029    2.719   -8.590  -35.775  -70.242   85.071  168.310  -82.600   98.828  166.211
282  176.032    4.679  165.201 -155.081  115.993  -80.341   87.445  -20.914    5.009   10.912  -10.285   -1.241  -75.406   99.685  173.516 -108.907   82.788  150.291
283 -176.550    0.263 -167.067 -125.253   90.842  -92.493   79.364   24.022   21.747   -3.595  -11.062  -42.541  -59.034   88.985 -179.692  -85.910  145.980 -167.866
284  158.639   12.778 -174.953 -151.801   93.149  -92.499   81.299   -8.314    0.905  -31.603   -6.902   -1.131  -70.978  117.711  178.742 -105.021  110.063 -152.978
285 -158.605    4.343 -172.430 -114.583   85.669 -106.225   65.968    4.739  -23.016    2.577   10.246   33.862  -80.328  165.520  167.104  -87.762 -117.719 -145.443
